vinicius,8,5,2,2019
danilo,3,14,12,2017
joseph,5,28,11,2020
cleiton,8,23,8,2020
danilo,7,24,1,2018
rafael,1,19,2,2017
rafael,8,18,5,2018
daniele,3,6,6,2016
diego,7,4,3,2019
jakeliny,2,18,7,2020
cleiton,3,17,11,2018
mayk,1,18,11,2018
danilo,4,8,12,2018
joseph,1,28,5,2017
jakeliny,2,28,6,2016
danilo,4,28,2,2019
cleiton,7,12,6,2016
danilo,5,5,12,2017
giuliano,6,18,12,2020
diego,3,12,10,2017
diego,6,28,4,2017
rafael,6,9,6,2020
mayk,1,27,11,2019
daniele,4,24,11,2017
rafael,5,3,5,2016
jakeliny,5,23,10,2020
cleiton,2,4,10,2016
giuliano,4,27,8,2019
cleiton,4,1,2,2020
diego,1,12,2,2020
joseph,8,18,9,2020
giuliano,7,6,9,2019
joseph,4,14,8,2020
danilo,2,19,4,2019
cleiton,6,27,11,2019
jakeliny,7,18,2,2016
danilo,2,9,10,2019
diego,7,15,12,2020
danilo,1,3,11,2019
cleiton,1,13,1,2017
daniele,6,24,3,2016
vinicius,2,25,11,2020
daniele,8,23,7,2016
jakeliny,7,12,5,2019
vinicius,3,20,3,2018
vinicius,8,19,3,2019
diego,8,27,1,2017
rafael,6,10,2,2017
diego,8,6,1,2019
diego,7,7,4,2018
danilo,2,29,4,2019
mayk,3,27,9,2020
daniele,7,15,11,2016
diego,2,29,8,2020
danilo,7,24,12,2017
danilo,3,10,8,2019
joseph,2,12,6,2017
mayk,4,20,1,2018
cleiton,7,25,8,2016
danilo,4,2,2,2017
rafael,3,10,1,2017
danilo,8,26,7,2020
vinicius,3,15,10,2018
daniele,3,24,2,2016
mayk,6,3,2,2020
mayk,6,26,5,2016
joseph,7,25,12,2017
vinicius,7,19,11,2020
joseph,1,1,4,2016
vinicius,8,10,2,2018
rafael,8,9,7,2020
daniele,2,14,11,2017
vinicius,2,5,8,2018
diego,7,5,3,2017
mayk,3,22,4,2018
danilo,6,8,2,2019
rafael,8,27,9,2018
vinicius,4,20,11,2019
diego,4,1,3,2017
jakeliny,1,14,4,2020
cleiton,5,14,7,2017
diego,4,16,7,2017
danilo,5,20,8,2016
mayk,1,25,12,2018
rafael,4,10,4,2020
jakeliny,8,1,7,2017
rafael,2,24,1,2016
cleiton,6,11,10,2016
joseph,6,2,3,2017
diego,7,6,6,2016
rafael,4,2,1,2017
mayk,1,9,9,2017
mayk,7,29,12,2018
cleiton,3,6,11,2020
rafael,7,15,8,2016
danilo,5,3,8,2018
cleiton,4,16,8,2017
diego,7,7,1,2016
daniele,1,9,4,2016
jakeliny,1,27,3,2020
diego,3,26,6,2017
giuliano,7,6,12,2017
mayk,5,18,4,2020
daniele,1,4,8,2018
mayk,1,27,12,2020
vinicius,8,10,8,2016
vinicius,3,12,6,2019
cleiton,8,19,9,2019
rafael,6,29,4,2020
danilo,5,10,3,2016
diego,6,29,9,2019
rafael,8,16,8,2016
vinicius,5,30,5,2018
vinicius,1,29,2,2019
mayk,4,5,6,2017
cleiton,3,2,4,2020
giuliano,4,12,8,2017
daniele,3,23,3,2020
danilo,4,27,10,2016
joseph,5,20,4,2017
giuliano,2,17,6,2018
jakeliny,2,8,2,2016
mayk,3,5,11,2016
joseph,1,13,12,2017
vinicius,8,5,9,2018
giuliano,1,9,2,2017
cleiton,8,22,11,2019
vinicius,6,11,3,2019
rafael,7,2,8,2018
cleiton,4,11,9,2018
mayk,2,2,3,2019
daniele,6,2,5,2018
daniele,8,29,9,2020
rafael,6,11,12,2019
jakeliny,6,19,1,2019
diego,5,16,2,2020
danilo,6,5,9,2018
diego,6,22,3,2016
cleiton,1,28,10,2019
rafael,7,26,4,2017
jakeliny,2,3,9,2020
joseph,5,17,2,2018
danilo,1,8,8,2016
danilo,1,18,6,2020
diego,6,2,6,2016
giuliano,2,29,2,2020
giuliano,2,6,3,2020
giuliano,4,23,6,2019
joseph,7,11,8,2016
cleiton,2,10,6,2018
mayk,8,22,11,2018
cleiton,3,21,4,2020
giuliano,6,28,7,2020
rafael,7,6,2,2018
cleiton,7,7,5,2016
giuliano,2,6,11,2016
danilo,3,25,9,2016
giuliano,6,6,10,2019
diego,1,23,7,2016
joseph,2,4,9,2016
cleiton,7,23,9,2018
daniele,3,9,10,2017
rafael,8,6,3,2019
joseph,8,18,1,2016
joseph,2,4,9,2016
cleiton,4,14,4,2020
daniele,2,25,10,2020
diego,7,27,8,2016
jakeliny,5,13,1,2019
daniele,2,14,9,2018
vinicius,3,10,7,2020
vinicius,3,21,6,2019
vinicius,7,27,7,2018
cleiton,4,3,2,2017
mayk,4,3,5,2020
vinicius,5,8,11,2016
mayk,1,1,5,2019
daniele,5,7,6,2016
vinicius,6,20,1,2016
giuliano,4,13,8,2018
daniele,4,3,3,2016
giuliano,7,7,12,2017
mayk,4,4,8,2016
rafael,8,17,8,2018
vinicius,5,26,12,2016
mayk,2,18,7,2020
giuliano,3,18,3,2020
giuliano,4,21,7,2020
jakeliny,5,16,10,2016
danilo,6,4,5,2019
jakeliny,4,19,5,2018
giuliano,3,21,3,2020
danilo,8,10,3,2019
rafael,3,30,7,2016
cleiton,1,2,2,2016
cleiton,4,2,10,2016
danilo,2,10,2,2017
rafael,3,13,10,2016
giuliano,5,15,12,2016
cleiton,1,18,12,2019
mayk,5,3,5,2020
vinicius,3,5,1,2018
rafael,4,7,3,2016
mayk,8,6,8,2018
joseph,6,24,6,2016
giuliano,7,25,11,2016
diego,8,2,1,2020
diego,8,9,10,2020
joseph,6,20,10,2020
mayk,7,2,9,2020
mayk,2,16,12,2020
cleiton,1,4,1,2019
mayk,5,26,9,2020
vinicius,8,4,12,2016
joseph,4,17,1,2020
jakeliny,1,5,5,2018
jakeliny,8,1,3,2017
vinicius,6,30,7,2020
giuliano,3,30,12,2020
joseph,2,7,3,2020
vinicius,4,30,5,2019
jakeliny,3,3,6,2017
daniele,5,2,5,2019
diego,4,16,8,2019
vinicius,1,8,7,2016
rafael,7,15,12,2017
jakeliny,8,9,7,2018
diego,4,19,6,2020
vinicius,2,14,3,2017
diego,2,18,6,2019
jakeliny,1,6,6,2016
daniele,1,8,3,2019
cleiton,4,2,8,2019
daniele,3,17,11,2016
joseph,4,10,6,2019
cleiton,5,24,1,2019
danilo,6,25,10,2017
mayk,4,4,11,2016
joseph,6,28,11,2017
giuliano,1,5,7,2019
cleiton,2,19,4,2020
jakeliny,3,2,5,2020
danilo,6,25,1,2016
vinicius,8,9,3,2019
giuliano,4,30,12,2018
joseph,6,20,1,2019
danilo,1,30,5,2016
jakeliny,2,30,9,2016
danilo,4,29,8,2019
danilo,7,3,1,2020
daniele,5,25,1,2019
daniele,7,8,11,2019
cleiton,5,29,8,2019
daniele,1,7,9,2016
rafael,6,18,9,2017
vinicius,4,5,12,2018
giuliano,3,26,7,2020
rafael,2,25,8,2020
joseph,7,24,3,2016
jakeliny,4,7,11,2016
vinicius,4,25,4,2020
daniele,5,14,7,2017
joseph,2,12,11,2016
giuliano,1,21,6,2016
daniele,5,10,12,2017
daniele,3,18,1,2019
rafael,1,7,11,2017
danilo,3,15,10,2018
mayk,7,18,12,2020
rafael,5,1,7,2017
rafael,4,18,8,2019
daniele,1,20,8,2019
danilo,2,25,11,2018
giuliano,6,24,4,2016
diego,7,17,7,2020
joseph,5,20,10,2017
rafael,5,7,3,2018
daniele,6,11,2,2016
cleiton,8,11,6,2016
diego,8,1,10,2016
danilo,6,26,7,2018
giuliano,5,21,1,2020
mayk,5,3,6,2016
jakeliny,5,3,11,2018
giuliano,6,26,11,2016
mayk,1,6,3,2020
mayk,2,13,8,2018
vinicius,6,26,1,2019
vinicius,3,17,5,2020
danilo,5,7,1,2020
cleiton,2,7,3,2019
jakeliny,4,2,3,2018
mayk,1,15,2,2016
daniele,1,4,7,2020
danilo,7,26,7,2016
vinicius,8,23,4,2020
joseph,5,15,9,2020
vinicius,8,13,8,2019
jakeliny,5,2,12,2016
joseph,4,29,4,2017
danilo,7,15,5,2017
daniele,2,29,6,2019
daniele,8,18,9,2017
danilo,5,26,10,2016
giuliano,4,3,10,2019
diego,1,25,7,2016
danilo,6,10,4,2020
rafael,7,13,3,2016
joseph,8,19,7,2018
daniele,6,8,1,2020
danilo,4,13,12,2019
daniele,6,1,5,2017
diego,6,4,12,2016
vinicius,2,12,8,2019
cleiton,3,15,7,2020
daniele,1,5,7,2018
jakeliny,5,21,1,2017
jakeliny,6,22,8,2017
rafael,6,26,3,2018
diego,5,23,12,2018
giuliano,1,27,9,2020
joseph,5,26,8,2020
rafael,5,29,10,2017
mayk,5,3,11,2018
diego,8,3,1,2020
jakeliny,6,12,10,2020
giuliano,2,27,6,2017
giuliano,7,22,2,2016
mayk,3,2,1,2016
diego,7,19,9,2016
jakeliny,1,23,3,2018
rafael,2,26,1,2016
joseph,2,12,7,2017
vinicius,1,21,11,2018
cleiton,3,13,11,2020
cleiton,4,25,2,2017
mayk,8,8,1,2020
rafael,4,27,8,2019
jakeliny,5,13,11,2020
daniele,3,27,9,2019
cleiton,4,7,11,2019
jakeliny,2,18,6,2018
jakeliny,6,16,2,2016
mayk,8,17,1,2018
mayk,7,16,6,2018
vinicius,6,11,8,2019
cleiton,8,22,10,2016
daniele,1,27,9,2017
jakeliny,5,1,12,2019
joseph,2,3,4,2017
vinicius,5,20,5,2019
diego,2,15,9,2016
diego,5,4,10,2017
mayk,1,11,4,2019
rafael,4,29,6,2017
daniele,8,3,3,2018
vinicius,2,18,5,2020
giuliano,6,18,5,2019
mayk,2,6,7,2019
diego,2,26,2,2016
danilo,1,7,12,2019
daniele,3,19,9,2019
joseph,1,13,6,2019
rafael,6,18,6,2019
vinicius,2,17,11,2020
joseph,2,19,7,2020
cleiton,7,30,5,2020
joseph,6,15,9,2019
cleiton,5,17,12,2016
giuliano,1,28,7,2016
vinicius,8,7,12,2018
diego,6,18,8,2017
diego,2,23,5,2020
daniele,1,2,4,2019
mayk,5,24,11,2019
jakeliny,3,13,9,2017
daniele,1,3,10,2020
giuliano,2,19,9,2016
jakeliny,8,25,2,2017
joseph,6,19,10,2019
rafael,3,25,4,2017
rafael,6,21,8,2020
diego,2,3,12,2020
diego,7,7,2,2016
joseph,5,5,4,2016
danilo,1,25,12,2019
joseph,7,6,9,2019
rafael,7,12,9,2019
jakeliny,4,3,10,2017
giuliano,5,17,11,2016
danilo,3,2,4,2016
jakeliny,6,12,4,2018
rafael,1,5,5,2016
danilo,6,17,5,2018
mayk,6,1,4,2020
cleiton,4,23,7,2017
jakeliny,5,2,6,2020
vinicius,3,20,10,2019
joseph,1,13,7,2020
rafael,8,28,10,2019
mayk,2,5,8,2017
cleiton,4,14,11,2016
rafael,7,13,5,2020
daniele,1,5,2,2018
mayk,6,19,7,2018
daniele,3,30,1,2016
rafael,3,2,4,2018
vinicius,4,27,9,2019
vinicius,5,17,2,2020
cleiton,7,8,10,2017
diego,3,14,9,2019
daniele,1,20,8,2019
jakeliny,1,17,5,2017
giuliano,7,15,10,2016
joseph,8,3,7,2020
vinicius,3,10,4,2018
danilo,5,28,11,2019
mayk,1,6,9,2016
jakeliny,4,14,1,2020
rafael,3,28,9,2017
giuliano,8,11,5,2019
cleiton,4,5,7,2020
giuliano,6,4,8,2020
giuliano,6,15,12,2018
mayk,8,6,5,2017
diego,7,21,1,2016
daniele,8,4,5,2016
joseph,6,23,7,2016
daniele,8,6,7,2017
rafael,4,27,5,2018
rafael,3,27,5,2018
vinicius,3,7,6,2020
daniele,3,28,1,2017
joseph,8,28,7,2018
danilo,6,9,5,2016
daniele,4,12,4,2017
joseph,8,9,3,2019
jakeliny,6,5,8,2018
giuliano,5,29,9,2016
mayk,1,18,4,2020
giuliano,1,15,11,2017
daniele,5,15,1,2018
cleiton,8,19,10,2016
giuliano,5,20,11,2020
cleiton,4,26,11,2018
danilo,3,27,1,2018
danilo,3,10,5,2019
rafael,5,6,11,2017
daniele,1,3,5,2016
jakeliny,2,6,11,2020
jakeliny,6,14,3,2016
jakeliny,1,5,4,2020
danilo,6,4,1,2019
mayk,1,3,9,2019
rafael,4,23,7,2019
rafael,5,5,2,2020
diego,6,28,6,2018
vinicius,4,8,2,2020
giuliano,6,8,4,2018
jakeliny,7,11,3,2018
diego,7,25,5,2020
cleiton,8,12,11,2018
joseph,1,7,5,2020
mayk,3,15,8,2018
rafael,1,4,2,2017
joseph,4,13,9,2018
joseph,4,21,8,2019
daniele,3,19,2,2020
diego,3,12,9,2018
cleiton,4,18,6,2016
mayk,7,3,7,2020
rafael,5,26,2,2018
giuliano,4,10,12,2016
danilo,5,19,9,2019
cleiton,2,3,10,2016
danilo,3,14,4,2017
jakeliny,8,8,6,2017
cleiton,6,25,10,2017
cleiton,7,27,10,2020
vinicius,3,3,2,2017
jakeliny,5,27,7,2018
danilo,2,9,6,2016
daniele,4,10,11,2019
vinicius,3,29,9,2018
daniele,2,4,1,2017
daniele,4,4,4,2019
danilo,6,22,3,2017
mayk,2,13,11,2020
daniele,3,22,9,2019
danilo,3,22,6,2018
rafael,5,25,3,2020
joseph,5,3,8,2016
vinicius,8,23,12,2018
joseph,4,15,2,2020
mayk,8,1,8,2016
daniele,1,11,4,2020
giuliano,7,7,11,2017
diego,1,6,3,2020
giuliano,1,24,2,2020
daniele,5,16,6,2016
vinicius,3,7,7,2016
jakeliny,6,28,3,2018
joseph,3,28,2,2016
daniele,7,9,6,2018
mayk,5,14,2,2017
diego,7,11,3,2020
joseph,6,3,8,2019
diego,7,8,8,2017
vinicius,3,14,3,2020
giuliano,3,4,7,2017
danilo,3,17,5,2019
rafael,1,4,8,2018
vinicius,4,27,7,2018
giuliano,5,3,6,2017
cleiton,1,12,4,2020
giuliano,4,1,8,2017
danilo,7,1,10,2019
diego,7,2,12,2017
danilo,5,17,9,2017
daniele,6,17,12,2017
diego,5,29,3,2017
mayk,1,26,9,2018
vinicius,7,24,9,2019
giuliano,2,27,5,2018
danilo,1,13,9,2020
joseph,3,9,7,2017
jakeliny,4,26,2,2018
joseph,3,23,1,2016
danilo,1,26,12,2018
rafael,2,30,6,2016
cleiton,5,29,6,2019
danilo,6,28,6,2016
danilo,7,23,8,2016
rafael,4,9,12,2016
mayk,1,25,12,2019
rafael,4,25,1,2019
cleiton,4,4,3,2018
vinicius,1,3,6,2020
giuliano,7,5,10,2019
giuliano,4,4,11,2019
jakeliny,8,29,12,2020
rafael,2,6,9,2019
diego,2,4,12,2018
daniele,6,30,5,2016
rafael,7,1,4,2019
diego,2,11,12,2019
joseph,6,28,8,2017
danilo,8,22,6,2018
giuliano,6,2,7,2020
rafael,8,13,7,2018
giuliano,5,24,6,2018
giuliano,6,7,12,2018
joseph,6,4,8,2016
danilo,2,26,9,2018
vinicius,7,26,3,2016
mayk,5,12,6,2016
giuliano,7,29,9,2016
vinicius,8,8,11,2020
daniele,7,24,9,2016
vinicius,7,21,10,2018
diego,1,4,3,2016
cleiton,7,28,2,2018
vinicius,5,26,10,2017
joseph,1,6,10,2016
danilo,5,29,10,2016
vinicius,6,8,9,2017
rafael,6,24,5,2018
vinicius,7,8,6,2017
giuliano,5,3,2,2017
rafael,3,6,12,2020
diego,6,25,3,2020
joseph,1,4,7,2019
cleiton,2,8,3,2020
danilo,6,9,9,2017
daniele,8,12,10,2016
rafael,6,27,6,2016
danilo,8,2,4,2017
vinicius,5,19,6,2019
diego,4,19,1,2020
danilo,2,2,7,2017
diego,5,1,9,2019
vinicius,8,18,12,2018
mayk,4,21,8,2019
danilo,3,21,1,2019
mayk,4,12,3,2017
rafael,7,26,2,2017
giuliano,2,21,4,2020
joseph,4,4,10,2018
rafael,2,3,8,2017
jakeliny,4,3,8,2017
joseph,6,12,1,2018
diego,3,13,12,2018
vinicius,6,22,7,2016
mayk,7,18,3,2020
rafael,8,16,3,2018
diego,4,11,6,2019
cleiton,4,15,6,2017
rafael,3,19,3,2017
mayk,5,2,2,2018
vinicius,4,7,9,2018
joseph,7,15,9,2018
vinicius,5,11,2,2016
danilo,4,11,2,2016
cleiton,2,15,1,2018
mayk,4,17,10,2017
joseph,2,18,8,2019
giuliano,8,3,8,2019
jakeliny,4,15,5,2018
joseph,2,2,2,2020
vinicius,7,8,8,2020
giuliano,6,16,12,2020
giuliano,3,24,1,2019
rafael,5,10,1,2019
jakeliny,4,28,10,2020
cleiton,1,24,12,2016
danilo,4,15,10,2020
daniele,1,30,9,2017
cleiton,5,3,8,2020
joseph,2,2,10,2017
danilo,1,24,3,2017
giuliano,2,12,6,2019
vinicius,6,11,1,2018
jakeliny,5,14,9,2020
jakeliny,5,26,3,2016
cleiton,3,9,2,2018
giuliano,6,30,1,2017
mayk,5,9,2,2016
vinicius,2,22,12,2017
joseph,3,10,11,2020
rafael,4,13,11,2020
joseph,7,18,5,2017
mayk,1,8,10,2019
diego,2,1,4,2019
giuliano,2,10,6,2016
cleiton,4,4,12,2018
diego,1,18,2,2019
vinicius,6,30,4,2020
cleiton,1,18,11,2017
diego,2,20,6,2016
giuliano,5,5,4,2020
daniele,6,28,7,2018
danilo,3,26,7,2019
daniele,5,29,5,2018
danilo,7,22,8,2016
daniele,6,14,10,2016
diego,1,28,3,2018
jakeliny,2,26,4,2020
jakeliny,4,23,12,2016
jakeliny,2,10,1,2018
giuliano,8,20,6,2017
cleiton,5,15,2,2018
cleiton,2,16,5,2018
mayk,8,22,2,2016
giuliano,8,11,10,2020
mayk,8,30,4,2020
giuliano,2,12,1,2017
vinicius,8,7,3,2020
mayk,4,4,11,2016
danilo,4,25,10,2020
daniele,1,26,1,2017
vinicius,4,19,11,2018
rafael,6,15,2,2020
danilo,4,17,2,2019
rafael,7,21,4,2018
jakeliny,8,27,10,2018
giuliano,8,28,6,2018
giuliano,1,19,1,2016
cleiton,6,15,7,2017
danilo,6,28,11,2020
daniele,2,7,9,2020
jakeliny,6,3,8,2020
mayk,5,18,10,2018
joseph,8,17,1,2020
vinicius,7,15,10,2018
mayk,3,6,7,2016
joseph,2,1,7,2020
joseph,7,23,12,2018
daniele,3,16,11,2016
mayk,1,15,8,2018
jakeliny,2,21,3,2017
danilo,3,27,1,2019
rafael,3,14,4,2018
giuliano,5,26,3,2020
joseph,5,6,5,2017
joseph,3,16,2,2017
jakeliny,6,24,1,2016
danilo,2,2,2,2020
diego,2,6,11,2019
giuliano,6,26,6,2018
mayk,5,11,7,2019
diego,5,20,2,2016
joseph,5,29,8,2016
danilo,6,24,7,2016
rafael,4,14,1,2017
diego,6,21,10,2019
mayk,3,30,5,2016
cleiton,4,17,11,2019
joseph,6,13,3,2017
vinicius,6,24,4,2019
vinicius,7,3,9,2020
daniele,3,19,8,2020
daniele,3,28,7,2018
mayk,6,12,11,2019
jakeliny,6,11,2,2016
daniele,5,23,1,2019
cleiton,7,28,12,2016
jakeliny,7,11,12,2019
rafael,1,14,1,2020
jakeliny,2,10,2,2016
cleiton,4,17,1,2018
mayk,4,5,6,2018
jakeliny,6,2,7,2018
rafael,4,23,10,2018
joseph,1,11,9,2017
diego,1,27,2,2016
mayk,2,16,5,2016
rafael,3,13,2,2020
giuliano,6,26,1,2020
daniele,8,27,11,2016
vinicius,1,21,8,2016
cleiton,3,6,2,2017
daniele,8,27,10,2020
diego,3,23,2,2020
daniele,3,7,10,2016
mayk,1,8,4,2020
daniele,7,27,8,2020
mayk,3,24,7,2016
rafael,2,30,10,2018
rafael,3,14,11,2018
diego,7,28,12,2017
giuliano,4,3,12,2019
diego,1,19,2,2020
mayk,7,1,12,2018
danilo,8,23,5,2019
diego,5,30,8,2019
diego,6,14,5,2020
daniele,5,9,9,2016
danilo,3,25,7,2019
danilo,1,28,7,2019
vinicius,8,17,8,2019
vinicius,5,2,8,2019
jakeliny,5,27,7,2016
jakeliny,8,9,10,2017
daniele,1,11,2,2016
rafael,2,16,11,2019
daniele,5,30,6,2019
jakeliny,7,18,9,2019
rafael,3,8,4,2018
jakeliny,7,2,12,2016
jakeliny,3,22,4,2016
cleiton,1,28,8,2016
jakeliny,4,27,11,2017
joseph,2,11,12,2018
vinicius,4,20,2,2017
mayk,3,25,7,2020
danilo,4,16,2,2018
vinicius,6,25,3,2020
mayk,7,19,5,2020
giuliano,7,14,5,2016
jakeliny,3,4,9,2017
jakeliny,5,17,11,2018
rafael,3,16,1,2020
cleiton,8,10,12,2018
joseph,7,11,4,2020
jakeliny,1,3,10,2017
rafael,4,21,9,2017
danilo,6,15,5,2019
joseph,4,17,11,2020
cleiton,1,12,8,2020
giuliano,3,2,10,2020
vinicius,2,7,9,2017
danilo,6,9,2,2018
joseph,3,14,8,2018
mayk,6,10,1,2020
daniele,3,5,6,2019
vinicius,4,23,7,2017
danilo,1,21,9,2018
daniele,4,16,3,2018
jakeliny,3,25,2,2016
rafael,8,21,8,2020
daniele,8,7,3,2018
jakeliny,7,18,4,2016
vinicius,3,11,4,2019
diego,3,3,5,2019
joseph,7,7,11,2018
danilo,2,6,9,2016
vinicius,7,17,11,2019
danilo,7,23,1,2019
jakeliny,6,24,6,2019
mayk,1,19,4,2018
vinicius,7,28,6,2018
mayk,3,6,3,2016
giuliano,4,3,7,2017
joseph,2,15,3,2020
rafael,7,4,6,2016
daniele,3,8,1,2017
rafael,3,28,8,2019
mayk,4,9,10,2016
cleiton,8,21,5,2020
danilo,5,16,10,2020
jakeliny,7,2,3,2016
mayk,1,3,2,2018
cleiton,8,1,5,2019
daniele,8,4,2,2016
cleiton,3,26,8,2017
vinicius,7,30,10,2018
giuliano,8,25,10,2018
rafael,5,29,12,2016
daniele,1,24,1,2016
daniele,7,8,6,2018
vinicius,5,21,12,2020
rafael,2,19,1,2020
joseph,2,28,6,2019
cleiton,4,6,1,2019
daniele,3,29,6,2019
jakeliny,1,12,1,2017
rafael,7,19,4,2018
rafael,8,9,8,2019
mayk,5,26,9,2016
giuliano,8,12,4,2017
cleiton,7,28,8,2017
rafael,3,3,4,2020
vinicius,8,16,1,2018
danilo,5,12,8,2019
rafael,6,14,10,2020
jakeliny,8,25,7,2017
daniele,5,9,1,2017
jakeliny,2,26,7,2018
danilo,4,1,8,2020
vinicius,6,28,2,2018
jakeliny,1,3,7,2016
jakeliny,6,27,6,2016
cleiton,8,17,6,2016
cleiton,3,9,5,2017
danilo,4,6,1,2018
jakeliny,1,24,6,2018
joseph,1,2,7,2016
joseph,2,7,10,2018
mayk,4,23,12,2017
diego,6,29,4,2019
diego,5,12,4,2020
danilo,3,30,3,2017
cleiton,1,18,3,2020
danilo,5,26,9,2018
jakeliny,6,26,6,2019
vinicius,1,11,4,2017
daniele,5,13,11,2016
vinicius,5,30,7,2018
daniele,5,5,11,2016
joseph,2,15,12,2016
daniele,2,10,8,2016
rafael,6,7,9,2019
diego,2,1,1,2020
vinicius,5,24,5,2020
joseph,6,4,9,2020
daniele,5,23,5,2018
mayk,7,3,11,2019
danilo,1,21,2,2020
daniele,7,15,9,2019
mayk,8,6,11,2020
rafael,5,16,6,2018
daniele,7,18,7,2017
danilo,2,13,12,2018
cleiton,2,1,8,2016
vinicius,5,18,2,2020
danilo,6,9,6,2020
rafael,4,30,2,2019
danilo,4,2,4,2020
rafael,3,24,12,2017
jakeliny,1,4,5,2019
danilo,5,9,12,2017
joseph,2,27,5,2017
daniele,3,30,5,2018
joseph,4,27,6,2016
joseph,1,16,5,2017
jakeliny,5,15,8,2019
giuliano,3,18,8,2020
diego,6,15,6,2020
jakeliny,1,22,9,2019
daniele,2,30,2,2020
jakeliny,8,23,4,2019
jakeliny,4,10,7,2016
mayk,6,18,6,2017
jakeliny,3,10,2,2017
joseph,3,27,12,2018
danilo,5,20,3,2016
danilo,3,23,11,2017
diego,1,8,1,2018
mayk,1,12,8,2018
vinicius,5,27,6,2017
rafael,6,11,1,2020
vinicius,5,2,3,2016
cleiton,8,14,12,2018
cleiton,8,11,12,2020
danilo,1,13,4,2016
rafael,7,21,8,2017
vinicius,7,26,10,2017
mayk,4,14,7,2016
daniele,7,28,2,2020
daniele,2,16,12,2019
vinicius,1,22,3,2018
rafael,1,28,10,2019
giuliano,8,18,11,2019
diego,5,10,1,2018
cleiton,8,26,3,2019
cleiton,4,21,8,2016
vinicius,1,28,5,2016
mayk,1,29,3,2019
diego,3,11,7,2017
mayk,7,25,12,2020
rafael,1,8,10,2020
danilo,4,19,12,2020
diego,8,3,4,2018
joseph,5,19,6,2020
rafael,6,6,12,2017
rafael,5,26,11,2020
daniele,6,15,10,2017
jakeliny,6,30,1,2019
diego,1,10,5,2016
giuliano,8,5,4,2018
diego,2,22,2,2017
danilo,1,23,8,2020
joseph,3,9,10,2018
rafael,1,10,10,2017
danilo,2,17,3,2020
daniele,7,21,3,2020
mayk,7,14,6,2020
cleiton,3,10,5,2020
jakeliny,4,27,1,2019
cleiton,7,22,9,2018
